Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,453.39,19.01,55,1.28,10.08,950.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,234.93,181.16,7,4.69,59.16,9058
Recycled Metal Dual-Layer Cosmetic Tube,Cosmetics,Recycled Metal,11.84,39.12,15,4.57,89.28,1956
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,588.86,673.87,26,4.4,89.51,33693.5
Bioplastic Food Storage Container,Food Packaging,Bioplastic,593.66,348.06,68,1.53,56.27,17403
Recycled Plastic Thermal Insulation Slab,Construction,Recycled Plastic,90.66,922.35,64,1.2,55.81,46117.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,687.92,621.25,71,1.9,2.54,31062.5
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,578.83,893.28,76,2.36,90.38,44664
Recycled Metal Dual-Layer Cosmetic Tube,Cosmetics,Recycled Metal,369.45,527.31,33,1.77,18.77,26365.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,739.26,915.18,4,1.36,3.77,45759
Natural Fiber Thermal Insulation Insert,Home Appliances,Natural Fiber,525.29,233.81,78,2.32,24.33,11690.5
Biopolymer Engineered Application Unit,Electronics,Biopolymer,789.76,744.19,98,4.48,93.63,37209.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,726.83,637.42,13,1.75,12.9,31871
Plant-Based Engineered Application Unit,Toys,Plant-Based,471.29,634.86,6,0.38,97.85,31743
Bioplastic Engineered Application Unit,Furniture,Bioplastic,530,559.17,78,3.62,76.69,27958.5
Bioplastic Barrier Cream Tube,Cosmetics,Bioplastic,375.09,21.83,80,2.14,75.73,1091.5
Composite Engineered Application Unit,Furniture,Composite,205.07,225.17,51,1.81,48.68,11258.5
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,880.74,965.62,62,2.99,72.08,48281
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,217.84,172.3,22,3.13,98.14,8615
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,304.64,704.52,85,1.77,54.16,35226
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,608,635.15,45,1.39,3.57,31757.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,634.28,494.66,77,1.34,66.9,24733
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,672.56,916.35,20,3.8,2.05,45817.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,225.19,891.21,55,0.17,86.12,44560.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,131.8,838.14,55,3.04,68.18,41907
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,894.16,236.17,40,2.26,12.33,11808.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,438.32,627.09,87,3.28,56.72,31354.5
Bioplastic Barrier Cream Tube,Cosmetics,Bioplastic,498.53,36.7,53,4.58,86.78,1835
Composite Engineered Application Unit,Textiles,Composite,333.76,75.8,31,3.94,51.93,3790
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,772.3,394.42,17,0.97,47.75,19721
Composite Engineered Application Unit,Furniture,Composite,445.64,492.48,27,2.14,22.91,24624
Biopolymer Fresh Produce Crate,Food Packaging,Biopolymer,209.38,901.89,98,2.81,61.61,45094.5
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,427.42,394.71,48,2.15,34.46,19735.5
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,448.84,460.34,65,0.2,22.75,23017
Composite Engineered Application Unit,Toys,Composite,428.58,427.27,50,0.42,76.27,21363.5
Composite Engineered Application Unit,Furniture,Composite,385.27,628.51,39,2.29,41.09,31425.5
Agro-Waste Fiber Disposable Serving Bowl,Food Packaging,Agro-Waste Fiber,485.19,254.19,38,2.52,84.91,12709.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,787.36,174.71,12,3.19,30.12,8735.5
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,17.7,889.2,47,2.36,74.36,44460
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,887.24,668.85,22,1.25,52.13,33442.5
Plant-Based Surgical Instrument Tray,Healthcare,Plant-Based,155.72,308.9,68,4.81,72.29,15445
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,580.46,729.71,84,2.58,85.12,36485.5
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,613.15,897.76,93,4.54,78.41,44888
Natural Fiber Rear Casing Structure,Home Appliances,Natural Fiber,560.64,318.48,32,3.56,29.16,15924
Biopolymer Engineered Application Unit,Electronics,Biopolymer,255.37,242.1,92,1.38,1.85,12105
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,491.5,708.26,49,1.05,26.18,35413
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,461.82,333.95,26,3.27,45.17,16697.5
Composite Engineered Application Unit,Electronics,Composite,871.85,88.43,17,2.15,1.69,4421.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,329.1,277.34,94,2.43,31.82,13867
Biopolymer Fresh Produce Crate,Food Packaging,Biopolymer,240.77,967.15,83,3.78,9.92,48357.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,755.31,931.77,84,1.34,4.05,46588.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,363.2,935.54,1,1.25,89.45,46777
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,166.65,217,80,3.44,68.01,10850
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,602.5,942.62,69,0.53,95.44,47131
Composite Disposable Serving Bowl,Food Packaging,Composite,829.27,58.73,11,2.31,38.42,2936.5
Composite Engineered Application Unit,Furniture,Composite,389.67,979.37,4,2.53,4.12,48968.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,526.26,53.32,20,1.87,43.04,2666
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,369.16,377.86,80,3.77,66.72,18893
Composite Thermal Insulation Insert,Home Appliances,Composite,892.3,714.65,5,0.58,61.91,35732.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,130.18,524.76,5,4.43,57.7,26238
Recycled Plastic Toothpaste Laminate Tube,Cosmetics,Recycled Plastic,319.26,821.81,35,2.77,15.44,41090.5
Recycled Fiber Reinforced Roofing Sheet,Construction,Recycled Fiber,226.64,739.79,10,4.12,12.79,36989.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,898.13,262.29,77,0.12,4.65,13114.5
Bioplastic Barrier Cream Tube,Cosmetics,Bioplastic,4.91,647.09,11,1.56,91.27,32354.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,174.33,392.42,39,2.71,47.79,19621
Biopolymer Thermal Insulation Slab,Construction,Biopolymer,201.92,707.07,22,2.17,80.05,35353.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,229.16,425.37,59,1.29,41.41,21268.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,210.22,493.89,20,1.52,61.34,24694.5
Recycled Plastic Medical Dose Dispenser,Healthcare,Recycled Plastic,319.07,336.95,82,0.92,78.64,16847.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,225.8,419.96,83,1.51,40.24,20998
Composite Load-Bearing Partition Board,Construction,Composite,665.81,968.67,56,3.55,90.51,48433.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,391.71,490.65,89,0.14,49.21,24532.5
Bio-Composite Exterior Cladding Panel,Construction,Bio-Composite,478.69,205.24,83,0.62,82.11,10262
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,392.52,76.99,25,3.87,15.67,3849.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,667.62,601.43,18,4.79,86.77,30071.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,2.92,383.34,56,1.8,33.83,19167
Biopolymer Food Storage Container,Food Packaging,Biopolymer,727.46,128.88,96,2.82,18.29,6444
Plant-Based Engineered Application Unit,Automotive,Plant-Based,118.96,593.55,98,0.97,51.31,29677.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,732.8,777.98,16,4.29,65.82,38899
Composite Engineered Application Unit,Furniture,Composite,391.55,349.7,14,1.05,13.05,17485
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,878.07,868.98,95,1.31,49.71,43449
Recycled Plastic Barrier Cream Tube,Cosmetics,Recycled Plastic,728.6,473.19,97,3.75,50.53,23659.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,583.29,505.13,95,1.51,96.92,25256.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,548.21,402.4,33,2.04,81.78,20120
Recycled Plastic Diagnostic Cartridge,Healthcare,Recycled Plastic,511.49,46.76,39,0.85,79.37,2338
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,706.9,241.13,67,4.7,82.57,12056.5
Composite Engineered Application Unit,Automotive,Composite,628.32,86.82,78,3.25,53.63,4341
Bioplastic Engineered Application Unit,Textiles,Bioplastic,247.99,482.37,73,1.7,78.09,24118.5
Plant-Based Load-Bearing Partition Board,Construction,Plant-Based,756.56,326.99,42,4.25,37.64,16349.5
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,267.66,890,79,3.24,47.19,44500
Composite Engineered Application Unit,Furniture,Composite,817.19,366.37,23,2,43.3,18318.5
Recycled Fiber Specimen Collection Container,Healthcare,Recycled Fiber,130.58,823.64,58,4.28,97.29,41182
Biopolymer Medical Dose Dispenser,Healthcare,Biopolymer,240.72,717.51,26,3.11,94.5,35875.5
Agro-Waste Fiber Structural Wall Panel,Construction,Agro-Waste Fiber,44.4,6.02,11,4.77,83.5,301
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,812.71,815.35,97,1.42,14.49,40767.5
Recycled Fiber Thermal Insulation Slab,Construction,Recycled Fiber,523.8,172.37,62,2.57,52.53,8618.5
Agro-Waste Fiber Exterior Cladding Panel,Construction,Agro-Waste Fiber,876.65,911.9,53,3.51,94.21,45595
Biopolymer Fresh Produce Crate,Food Packaging,Biopolymer,162.03,107.74,18,2.67,57.21,5387
Plant-Based Engineered Application Unit,Electronics,Plant-Based,767.86,806.9,82,1.12,46.18,40345
Plant-Based Engineered Application Unit,Furniture,Plant-Based,819.4,330.11,18,2.49,35.54,16505.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,227.11,696.2,28,2.13,8.23,34810
Bioplastic High-Gloss Skincare Tube,Cosmetics,Bioplastic,546.27,108.21,7,4.69,62.76,5410.5
Composite Exterior Cladding Panel,Construction,Composite,290.34,250.25,83,3.04,71.09,12512.5
Bio-Composite Printed Ointment Tube,Cosmetics,Bio-Composite,274.12,511.94,97,2.99,29.8,25597
Plant-Based Engineered Application Unit,Textiles,Plant-Based,32.52,42.07,53,3.72,31.8,2103.5
Biopolymer Barrier Cream Tube,Cosmetics,Biopolymer,716.87,434.57,54,3.23,6.72,21728.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,228.58,808.89,48,1.7,44.25,40444.5
Recycled Plastic High-Gloss Skincare Tube,Cosmetics,Recycled Plastic,582.61,496.66,55,2.83,86.13,24833
Recycled Metal Disposable Serving Bowl,Food Packaging,Recycled Metal,202.29,941.55,14,3.43,87.36,47077.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,389.61,415.7,81,4.34,44.55,20785
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,642.95,868.22,37,3.77,75.88,43411
Agro-Waste Fiber Sterile Injection Syringe,Healthcare,Agro-Waste Fiber,857.85,58.86,59,1.75,0.32,2943
Bio-Composite Thermal Insulation Insert,Home Appliances,Bio-Composite,863.66,594.16,59,0.61,61.25,29708
Bio-Composite Takeaway Clamshell Box,Food Packaging,Bio-Composite,664.42,768.44,0,1.67,65.88,38422
Agro-Waste Fiber Diagnostic Cartridge,Healthcare,Agro-Waste Fiber,561.2,497.12,82,0.88,43.54,24856
Plant-Based Engineered Application Unit,Toys,Plant-Based,362.31,577.84,90,3.28,7.31,28892
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,341,711.48,32,1.62,97.13,35574
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,106.96,958.46,57,4.71,52.11,47923
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,897.51,527.19,62,2.23,92.85,26359.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,531.68,631.86,13,2.35,19.2,31593
Biopolymer Engineered Application Unit,Electronics,Biopolymer,203.16,275.19,42,4.88,90.18,13759.5
Natural Fiber Reinforced Roofing Sheet,Construction,Natural Fiber,115.51,824.61,32,1.96,89.44,41230.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,9.86,679.48,36,1.68,7.5,33974
Plant-Based Barrier Cream Tube,Cosmetics,Plant-Based,806.19,803.66,93,3.91,62.58,40183
Bio-Composite Food Storage Container,Food Packaging,Bio-Composite,368.82,257.75,5,0.19,33.47,12887.5
Composite Engineered Application Unit,Electronics,Composite,166.3,681.74,57,2.42,19.37,34087
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,188.34,663,76,1.69,92.34,33150
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,376.2,963.05,53,3.77,86.88,48152.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,483.36,753.12,90,4.66,59.41,37656
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,721.11,400.22,27,4.38,13.45,20011
Bio-Composite Thermal Insulation Insert,Home Appliances,Bio-Composite,156.34,360.85,38,0.64,57.3,18042.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,22.38,399.93,16,4.21,52.52,19996.5
Composite Diagnostic Cartridge,Healthcare,Composite,188.29,527.06,45,3.12,40.52,26353
Plant-Based Engineered Application Unit,Furniture,Plant-Based,274.63,684.08,91,3.5,93.21,34204
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,645.82,765.8,42,2.9,89.43,38290
Recycled Metal Appliance Housing Panel,Home Appliances,Recycled Metal,428.2,945.39,27,1.52,68.75,47269.5
Composite Engineered Application Unit,Furniture,Composite,423.79,461.51,58,3.43,93.67,23075.5
Bio-Composite IV Fluid Connector,Healthcare,Bio-Composite,744.43,845.2,6,2.53,60,42260
Composite Engineered Application Unit,Textiles,Composite,163.56,543.24,23,2.29,56.48,27162
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,423.98,52.73,77,2.28,58.89,2636.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,126.13,8.37,8,2.13,46.18,418.5
Bio-Composite Appliance Housing Panel,Home Appliances,Bio-Composite,231.51,729.07,80,0.99,1.4,36453.5
Bio-Composite Food Storage Container,Food Packaging,Bio-Composite,694.85,875.66,83,2.88,95.07,43783
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,538.42,19.79,12,1.31,73.16,989.5
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,396.06,301.36,61,1.21,84.67,15068
Bio-Composite Rear Casing Structure,Home Appliances,Bio-Composite,278.4,991.93,59,0.43,95.51,49596.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,174.52,883.33,55,4.84,47.79,44166.5
Bio-Composite Structural Wall Panel,Construction,Bio-Composite,654.93,373.86,89,0.21,4.98,18693
Bioplastic Engineered Application Unit,Toys,Bioplastic,238.04,69.68,61,2.99,62.65,3484
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,484.73,663.87,46,1.65,74.98,33193.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,123.49,898.39,55,0.28,28.51,44919.5
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,176.68,16.1,31,4.75,32.91,805
Bioplastic Engineered Application Unit,Electronics,Bioplastic,86.29,996.86,9,3.5,39.46,49843
Bio-Composite Barrier Cream Tube,Cosmetics,Bio-Composite,335.85,458.46,32,3.21,36.42,22923
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,767.28,757.77,42,4.01,85.66,37888.5
Biopolymer Engineered Application Unit,Electronics,Biopolymer,434.4,784.31,51,1.2,19.52,39215.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,149.7,778.28,95,2.68,45.15,38914
Composite Fresh Produce Crate,Food Packaging,Composite,522.07,877.77,40,2.63,26.15,43888.5
Bioplastic Engineered Application Unit,Automotive,Bioplastic,650.66,324.74,28,1.5,75.25,16237
Recycled Fiber Compostable Meal Tray,Food Packaging,Recycled Fiber,28.51,286.89,18,1.76,70.99,14344.5
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,44.03,410.82,63,1.21,79.53,20541
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,568.07,589.62,69,2.46,59.73,29481
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,425.74,699.82,36,0.11,88.87,34991
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,243.73,669.6,60,3.77,79.42,33480
Recycled Metal Eco Cutlery Set,Food Packaging,Recycled Metal,183.02,959.25,63,2.46,31.75,47962.5
Recycled Plastic Barrier Cream Tube,Cosmetics,Recycled Plastic,325.31,670.98,45,1.24,89.75,33549
Bio-Composite Load-Bearing Partition Board,Construction,Bio-Composite,776.65,511.54,72,1.76,81.93,25577
Recycled Plastic Takeaway Clamshell Box,Food Packaging,Recycled Plastic,118.5,177.51,64,3.39,25.24,8875.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,17.68,700.71,21,1.82,83.72,35035.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,61.05,942.63,38,3.32,6.39,47131.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,150.23,304.45,66,3.02,64.44,15222.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,682,122.39,21,1.35,94.89,6119.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,572.28,160.12,71,3.64,66.65,8006
Composite Takeaway Clamshell Box,Food Packaging,Composite,122.11,410.95,19,0.73,69.75,20547.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,456.1,30.5,58,1,10.64,1525
Recycled Metal Printed Ointment Tube,Cosmetics,Recycled Metal,872.35,203.65,14,1.88,25.54,10182.5
Recycled Plastic Dual-Layer Cosmetic Tube,Cosmetics,Recycled Plastic,456.52,966.58,6,4.46,65.09,48329
Bioplastic Engineered Application Unit,Electronics,Bioplastic,428.25,855.33,0,4.02,52.27,42766.5
Recycled Plastic Load-Bearing Partition Board,Construction,Recycled Plastic,495.48,101.68,79,2.98,88.91,5084
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,844.11,58.36,49,2.52,85.73,2918
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,94.92,452.05,28,2.83,70.87,22602.5
Natural Fiber Reinforced Roofing Sheet,Construction,Natural Fiber,121.85,815,63,2.12,46.03,40750
Natural Fiber Medical Dose Dispenser,Healthcare,Natural Fiber,105.3,674.55,73,0.52,96.95,33727.5
Agro-Waste Fiber Appliance Housing Panel,Home Appliances,Agro-Waste Fiber,35.78,754.74,77,4.25,47.22,37737
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,654.53,999.33,6,1.48,91.02,49966.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,274.39,452.48,43,2.09,96.2,22624
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,74.2,438.66,98,2,60.02,21933
Bioplastic Engineered Application Unit,Textiles,Bioplastic,462.77,696.07,18,3.26,23.44,34803.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,658.72,260.61,29,3.48,84.28,13030.5
Bioplastic Structural Wall Panel,Construction,Bioplastic,433.9,533.73,73,1.16,12.79,26686.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,281.85,516.81,40,2.74,79.22,25840.5
Plant-Based Motor Support Frame,Home Appliances,Plant-Based,445.79,303.47,40,2.42,41.45,15173.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,758.11,233.85,74,2.22,80.69,11692.5
